filename,lyrics,genre
blues.00018.wav,"[Verse 1]
I got a kind hearted Mama
Do anything in this world for me
I got a kind hearted Mama
Do anything in this world for me
But these evil-hearted women
Man, they will not let me be

[Verse 2]
I love my baby
My baby don't love me
I love my baby, oooh
My baby don't love me
But I really love that woman
Can't stand to leave her be

[Bridge]
A-ain't but the one thing
Makes Mister Johnson drink
I's worried 'bout how you treat me, baby
I begin to think
Oh babe, my life don't feel the same
You breaks my heart
When you call Mister So-and-So's name

[Verse 3]
She's a kindhearted woman
She studies evil all the time
She's a kindhearted woman
She studies evil all the time
You well's to kill me
As to have it on your mindYou might also like1Embed",blues
blues.00019.wav,"If I had possession, over judgment day
If I had possession, over judgment day
Lord, the little woman I'm loving wouldn't, have no right to pray

And I went to the mountain, looking as far as my eyes could see
And I went to the mountain, looking as far as my eyes would see
Some other man got my woman, and these lonesome blues got me

And I rolled and I tumbled and I, cried the whole night long
And I rolled and I tumbled and I, cried the whole night long
Boy, I woke up this morning, my biscuit roller gone

Had to fold my arms and I, slowly walked away
(I didn't like the way she done)
Had to fold my arms and I, slowly walked away
I said in my mind, ""Yo' trouble gon' come some day""

Now run here, baby, set down on my knee
Now run here, baby, set down on my knee
I wanna tell you all about the way they treated meYou might also likeEmbed",blues
blues.00020.wav,"Mmmmm mmmmm
I's up this mornin', ah, blues walkin' like a man
I's up this mornin', ah, blues walkin' like a man
Worried blues, give me your right hand

And the blues fell mama's child, tore me all upside down
Blues fell mama's child, and it tore me all upside down
Travel on, poor Bob, just can't turn you 'round

The blues, is a low-down shakin' chill
(spoken: Yes, preach 'em now)
Mmmmm mmmmm
Is a low-down shakin' chill
You ain't never had 'em I, hope you never will

Well, the blues , is a achin' old heart disease
(spoken: Do it now, you gon' do it? Tell me all about it)
The blues, is a low-down achin' heart disease
Like consumption, killing me by degrees

I can study rain, oh oh drive, oh oh drive my blues
I been studyin' the rain and, I'm 'on drive my blues away
Goin' to the 'stil'ry, stay out there all dayYou might also likeEmbed",blues
blues.00021.wav,"When you got a good friend, that will stay right by your side
When you got a good friend, that will stay right by your side
Give her all of your spare time, love and treat her right

I mistreated my baby, and I can't see no reason why
I mistreated my baby, but I can't see no reason why
Every time I think about it, I just wring my hands and cry

Wonder could I bear apologize, or would she sympathize with me
Mmm mmm mmm, would she sympathize with me
She's a brown skin woman, just as sweet as a girl friend can be

Mmm mmm, babe, I may be right ay wrong
Baby it's yo'why opinion, oh, I may be right ay wrong
Watch your close friend, baby, then your enemies can't do no harm

When you got a good friend, that will stay right by your side
When you got a good friend, that will stay right by your side
Give her all of your spare time, love and treat her rightYou might also likeEmbed",blues
blues.00022.wav,"I got ramblin', I got ramblin' on my mind
I got ramblin', I got ramblin' all on my mind
Hate to leave my baby, but you treats me so unkind

I got mean things, I got mean things all on my mind
Little girl, little girl, I got mean things all on my mind
Hate to leave you here, babe, but you treats me so unkind

Runnin' down to the station, catch the first mail train I see
(I think I hear her comin' now)
Runnin' down to the station, catch the old first mail train I see
I got the blues about Miss So-and-So and the child got the blues about me

And I'm leavin' this mornin', with my arm' fold' up and cryin'
And I'm leavin' this mornin', with my arm' fold' up and cryin'
Hate to leave my baby, but she treats me so unkind

I got mean things, I've got mean things on my mind
I got mean things, I got mean things all on my mind
I got to leave my baby, well, she treats me so unkindYou might also like1Embed",blues
blues.00023.wav,"I got stones in my passway
And all my roads seem dark at night
I got stones in my passway
And all my roads seem dark at night
I have pains in my heart
They have taken my appetite

I have a bird to whistle
I have a bird to sing
Have a bird to whistle
And I have a bird to sing
I have a woman that I'm loving
Boy, but she don't mean a thing

My enemies have betrayed me
Have overtaken poor Bob at last
My enemies have betrayed me
Have overtaken poor Bob at last
And 'eres one thing certainly
They have stones all in my pass

Now you trying to take my life
And all my loving too
You laid a passway for me
Now what are you trying to do
I'm crying please
Please let us be friends
And when you hear me howling in my passway rider
Please open your door and let me in
You might also likeI've got three legs to truck home
Boys please don't block my road
I've got three legs to truck home
Boys please don't block my road
I've been feeling ashamed about my rider
Babe, I'm booked and I got to go2Embed",blues
blues.00024.wav,"[Verse 1]
If your man get personal, want you to have your fun
If your man get personal, want you to have your fun
Come on back to Friar's Point, mama, and barrelhouse all night long

[Verse 2]
I got womens in Vicksburg, clean on into Tennessee
I got womens in Vicksburg, clean on into Tennessee
But my Friar's Point rider, now, hops all over me

[Verse 3]
I ain't gon' to state no color, but her front teeth is crowned with gold
I ain't gon' to state no color, but her front teeth crowned with gold
She got a lean on my body, now, mark is on my soul

[Verse 4]
I'm going to Rosedale, gon' take my rider by my side
Lord, I'm going to Rosedale, gon' take my rider by my side
We goin' to barrelhouse all night long, 'cause it's on the riverside

[Verse 5]
Now you can squeeze my lemon 'til the juice run down my leg
You can squeeze my lemon 'til the juice run down my leg
Baby, I'm goin' back to Friars Point if I be rockin' to my headYou might also likeEmbed",blues
blues.00025.wav,"Tell me, milkcow, what on earth is wrong with you
Hoo hoo, milkcow, what on earth is wrong with you
Now you have a little new calf, hoo hoo, and your milk is turning blue

Your calf is hungry, and I believe he needs a suck
Your calf is hungry, hoo hoo, I believe he needs a suck
But your milk is turning blue, hoo hoo, I believe he's outta luck

Now I feel like milking and my, cow won't come
I feel like chu'in' and my, milk won't turn
I'm crying please, please don't do me wrong
If you can old milkcow, baby now, hoo hoo, drive home

My milkcow been rambling, hoo hoo, for miles around
My milkcow been rambling, hoo hoo, for miles around
Well, she been troubling some other bull cow, hoo hoo, in this man's townYou might also likeEmbed",blues
blues.00026.wav,"Early this mornin'
When you knocked upon my door
Early this mornin', whoo
When you knocked upon my door
And I said 'hello Satan'
I believe it's time to go
Me and the Devil
Was walkin' side by side
Me and the Devil, whoo
Was walkin' side by side
And I'm going to beat my woman
Until I get satisfied

She said you don't see why
That I would dog her 'round
Now baby you know you ain't doin' me right don'tcha
She say you don't see why, whoo
That I would dog her 'round
It must-a be that old evil spirit
So deep down in the ground

You may bury my body
Down by the highway side
Baby, I don't care where you bury my body when I'm dead and gone
You may bury my body, whoo
Down by the highway side
So my old evil spirit
Can get a Greyhound bus and rideYou might also like6Embed",blues
blues.00027.wav,"[Verse 1]
I got to keep movin', I got to keep movin'
Blues fallin' down like hail, blues fallin' down like hail
Umm mmm mmm mmm
Blues fallin' down like hail, blues fallin' down like hail
And the days keeps on worryin' me
There's a hellhound on my trail, hellhound on my trail
Hellhound on my trail

[Verse 2]
If today was Christmas Eve, if today was Christmas Eve
And tomorrow was Christmas Day
If today was Christmas Eve and tomorrow was Christmas Day
Aw, wouldn't we have a time, baby?
All I would need my little sweet rider
Just to pass the time away, huh huh, to pass the time away

[Verse 3]
You sprinkled hot foot powder, mmm mmm, around my door
All around my door
You sprinkled hot foot powder all around your daddy's door, hmm hmm hmm
It keep me with ramblin' mind, rider every old place I go
Every old place I go

[Verse 4]
I can tell the wind is risin' the leaves tremblin' on the tree
Tremblin' on the tree
I can tell the wind is risin', leaves tremblin' on the tree
Hmm hmm hmm mmm
All I need's my little sweet woman and to keep my company, hey hey hey hey
My companyYou might also like1Embed",blues
blues.00030.wav,"Drums are still playing
I can see them marching close
This he walks like a shadow
And that he dances like a ghost
The one that looks like Jimmy, Lord he scares me the most
River Rat Jimmy and Jehosophat

Playing boyhood mumblypeg
A six inch bowie blade
Out the top my redwing kickers
And down a muddy slippery grade
To the fever pitch savannah where grand daddy lay
River Rat Jimmy and Jehosophat

Little Jimmy ghostie face
Ate off the kitchen floor
Cause woman-Mum threw dinner plates
At drunken Dad on the door

He would cop his cans of beer
And close his eyes and soar
River Rat Jimmy and Jehosophat

Shouting revelation out
A boychild man of ten
Never looking up to heaven
Lord it was heaven there and then
And we wrapped our bloodied fingers like a shine-eyed mister zen
River Rat Jimmy and Jehosophat
Sho-ly, sho-ly
You might also likeNeither of us knew who'd pop
And who would sink the lake
And who would run off fast enough before the bow string would break
Man we was crying for tomorrow
Through the crying and the shake
River Rat Jimmy and JehosophatEmbed",blues
blues.00031.wav,"One cold summer night sally slipped away
Door left open wide not a word to say
Hard luck took its toll I can't blame her none
Not today might be here tomorrow

She knew better fare when a girl at home
Hope for a settled life, not this world to roam
Let my prayer be heard and guide me on her way
Not today might be here tomorrow

Been three years and change since I held her near
Up and down these roads I've looked everywhere
And not once have I seen the color of her hair
Not today might be here tomorrow

I'll be a hobo's son surely all my days
Whittle off the hours with a memory for my blade
And carve the hand of sally dear hoping her to find
Not today might be here tomorrowYou might also likeEmbed",blues
blues.00032.wav,"Katy's down by the cellar door
Calls for me to go
Back down to the clover
Singing soft and low
Singing soft and low

My little one's mother is
Holding him and crying
She hears Katy call my name
And I can see her dying

Katy says she loves me
I used to feel the same
Walking by the old boneyard
Calling out my name

Hand in hand we laid the deed
And evil we have done
Evil I will do no more
To a mother and her son

Katy Katy stay away from me
I could never quit you, no
You gotta let me be
Sharpened up my razor, picked a piece of ground
One of these dark and moonless nights
Be the last around
You might also likeMy lover turns to walk away
And I follow close behind
Trouble in my pocket
Sorrow in my mind and

Hand in hand we laid the deed
And evil we have done
Evil I will do no more
To a mother and her son

Katy Katy stay away from me
I could never quit you, no
You gotta let me be
Sharpened up my razor, picked a piece of ground
One of these dark and moonless nights
Be the last around

Dark is finally coming on and
Silence in the woods
Would a man do over if the lord said that he could

God it's too late now the night has come
Trouble them no more
The cold steel blade across my neck
Suffering will be over
Katy Katy stay away from me
I could never quit you, no
You gotta let me be
Sharpened up my razor, picked a piece of ground
One of these dark and moonless nights
Will be the last aroundEmbed",blues
blues.00033.wav,"Will I shed one more tear for my broken family
And have a glass of whiskey with another friend
That has nowhere to be
Get my feet on the road they feel much better there
Gonna stop trying some day some year

I meant it when I told her I loved her and I did
And I meant when I said goodbye
Grabbed my suitcase and my kid
We'll find another place to call home for a while
Oh I get to itching I don't know why

Wandering away

The grey is coming the wrinkles aren't far behind
More nights than not I think this is the one where I lose my mind
Maybe I can get it right this time
Maybe I can stay up most of tonight
Cause I don't want to see her come at me again reaching for my neck

Wandering away

All these broken promises in a shoebox full of bones
Lie behind the crows feet eyes of anyone
Better when they roam
Whatever happens then falls under the wheel
Dancing to a fiddle tune with the devil on my heel
You might also likeWandering away

My knees are wobbly my back keeps going out
Try to sing like a bird but all I can do is mumble and shout and moan
Wake up to another damn day
Wish I was magic I'd make it go away
Last night in a dream I saw her again I tried to scream but couldn't

Wandering awayEmbed",blues
blues.00034.wav,"Come all you good time people
While Ive got money to spend
Tomorrow might be monday
And I never have a dollar nor a friend
When I had plenty of money, good people
All my friends would gather around
Just soon as my pocket book was empty
Not a friend on earth could be found
The last time I saw my little woman, good people
Had a wine glass in her hand
She's drinking away all her troubles
With a lowdown sorry man
My papa taught me a plenty, good people
My mama taught me more
If I don't quit my lowdown rowdy ways
Im gonna have more trouble at my door
I wrote my woman a letter, good people
And I told her I was in jail
She wrote me back an answer
Said now honey Im soon come and go your bail
All around this old jail house is haunted, good people
Forty dollars won't pay my fine
Corn liquor surrounds my body
And pretty women aching my mind
If I would've listened to my mama, good people
I wouldn't have been here today
Drinking and shooting and gambling
At home I could not stay
Dig a hole, dig a hole in the meadow
Dig a hole in the ground
When Im dead and buried, my pale face turned toward the sun
You can come and see the way you have done
Give me corn bread when Im hungry, good people
Corn whisky when Im dry
Pretty women surrounding my body
And bring me heaven when I dieYou might also likeEmbed",blues
blues.00035.wav,"Baseball cap and flannel arms
Dancing with a voodoo doll
Sweat rolls down the old guitar
Seeing things the way they are
A crooked look lay on his brow
Beside a wisecrack whiskey mouth
Tip up the bottle and pour him out

Here he is again
Capman bootman

Lay it down horizontal lean slip a finger across the bar
Whip the high note frantic
Skip the manic songwriter's pulled-down rhyme
Then leave'em hanging halfway home
Surprise is not the same thing twice
Music is not your boiled rice

Here he is again
Capman bootman

Leave the making sense behind
Zen bazooka buddha joe
Cornmeal and guitar strings
Hates to fly to land and lives to sing
He's got his cap and boots and coat
He's got his box of songs he wrote
I wonder if he'll find that note
You might also likeHere he is again
Capman bootmanEmbed",blues
blues.00036.wav,"Where were you when the train left town
I was standing on the corner, my head hanging down
I be crying hey, train carried my girl away
I be crying hey, that train carried my girl away from town

Ashes to ashes and dust to dust
Show me the woman that I can trust
I be crying hey, train carried my girl away
I be crying hey, that train carried my girl away from town

I wish to the lord that train would wreck
Kill the engineer and break that fireman's neck
I wish to the lord that train would turn around
Bring my girl back to this here town
I be crying hey, train carried my girl away
I be crying hey, that train carried my girl away from town

Smoke-cloud rising, heading for the west
There goes the baby that I love the best
Smoke-cloud falling down from the sky
Oh my girl won't you tell me why
Train carried my girl away from town

Where were you when the train left town?You might also likeEmbed",blues
blues.00037.wav,"Piece by lonely piece the mountainside tumbles away
Back down to the river bottom lined with pocket worry stones
A hundred years in hand worn smooth by long grandmother nights
Sitting by the rocking chair waiting for the world

Oh, if I could roll back all the years and talk to my daddy's dad
About all the fears I'm leaving in that maybe he had had
I might get some light to shine down this dusty old dry well
Hear the bucket hit the bottom and the rope come rolling by

When three hundred years has been the time from whence it came
Why hadn't someone yet figured out to lower down the gun
And shoot out the middle of this clawing, staring eye?
Hear the bucket hit the bottom and the rope come rolling by
Sitting by that old rocking chair waiting for the worldYou might also likeEmbed",blues
blues.00038.wav,"Many a time I thought I had fallen down
Away by the wayside away from grace
My heart torn asunder
My legs buckle under me
I have one promise and I have one prayer
Only believe
Thou gonna be saved

All I can offer is one wayward sinner
Confused and surrounded by wavering faith
Let me go quiet
That I may listen
Understand better the weight of the cross
Only believe
Thou gonna be saved

Hearken the voice here
That calls in the morning
Kingdoms and mercies and life for all time

Many a time I thought I had fallen down
Away by the wayside
My heart fallen
My legs buckle under me
I have one promise and I have one prayer
Only believe
Thou gonna be saved
You might also likeHearken the voice here
That calls in the morning
Kingdoms and mercies and life for all time

I know you hear my prayer in the morning
I'm not so sure the answer you gave
Should I continue the step that I have taken
And embrace the life that begins away
Only believe
Thou gonna be savedEmbed",blues
blues.00039.wav,"Sometime I live the country
Sometime I live in town
Sometime I have a grave notion
To jump into the river and drown

Quit your ramblin' quit your gamblin'
Quit staying out late at night
Stay at home with your wife and your family
And sit back by the fireside light

Irene goodnight
Irene goodnight
Goodnight Irene goodnight Irene
I will see you in my dreams

Asked your mother for you
But she said you were too young
They said I would never see your face

Well I wish I was never born

Goodnight Irene goodnight
Irene goodnight
Goodnight Irene goodnight Irene
I will see you 
You might also likeI love Irene god knows I do
I'm gonna love her till the sea run dry
If I can't have Irene with me tonight
I might take morphine and die
Yeah I might take morphine and die

Irene goodnight Irene goodnight
Goodnight Irene, goodnight Irene
I will see you in my dreams
I will see you in my dreamsEmbed",blues
blues.00040.wav,"[Verse]
Well I'm love struck, baby, I must confess
Life without you darlin' is a solid mess
Thinkin' 'bout you baby give me such a thrill
I gotta have you baby, can't get my fill
I love ya baby an' I know just what to do

I still remember, and let it be said
The way you make me feel it take a fool to forget
I swore a ton of bricks had hit me in the head
And what you do little baby, I ain't over yet

Every time I see ya make me feel so fine
My heart beatin' crazy, my blood runnin' wild
Lovin' makes me feel like a mighty mighty man
Love me baby, ain't I your man

[Chorus]
I'm a love struck baby
Yeah I'm a love struck baby
You got me love struck baby
And I know just what to do

[Verse]
Sparks start flyin' every time we meet
Let me tell you baby you knock me off my feet
Your kisses trip me up and they're just doggone sweet
Don't you know baby you can't be beat
You might also like[Chorus]
I'm a love struck baby
Yeah I'm a love struck baby
You got me love struck baby
And I know just what to doEmbed",blues
blues.00041.wav,"[Verse 1]
Well, you've heard about lovin' givin' sight to the blind
My baby's lovin' cause the sun to shine

[Chorus]
She my sweet little thing
She my pride and joy
She my sweet little baby
I'm her little lover boy

[Verse 2]
Yeah, I love my baby
My heart and soul
Love like ours won't never grow old

[Chorus]
She my sweet little thing
She my pride and joy
She my sweet little baby
I'm her little lover boy

[Verse 3]
Yeah, I love my lady
She's long and lean
You mess with her
You'll see a man get mean
You might also like[Chorus]
She my sweet little thing
She my pride and joy
She my sweet little baby
I'm her little lover boy

[Guitar Solo]

[Verse 4]
Well, I love my baby
Like the finest wine
Stick with her until the end of time

[Chorus]
She my sweet little thing
She my pride and joy
She my sweet little baby
I'm her little lover boy

[Verse 5]
Yeah, I love my baby
My heart and soul
Love like ours won't never grow old

[Chorus]
She my sweet little thing
She my pride and joy
She my sweet little baby
I'm her little lover boy5Embed",blues
blues.00042.wav,"[Instrumental Intro]

[Verse 1]
Well, it's floodin' down in Texas
All of the telephone lines are down
Well, it's floodin' down in Texas
All of the telephone lines are down
And I been tryin' to call my baby
Lord, and I can't get a single sound

[Verse 2]
Well, dark clouds are rollin'
Man, and I'm standin' out in the rain
Well, dark clouds are rollin'
Man, and I'm standin' out in the rain
Yeah, flood water keep a-rollin'
Man, it's about to drive poor me insane

[Guitar Solo]

[Verse 3]
Well, I'm leavin' you baby
Lord, and I'm goin' back home to stay
Well, I'm leavin' you baby
Lord, and I'm goin' back home to stay
Well, back home there're no floods or tornadoes
Babe, and the sun shines on every dayYou might also like2Embed",blues
blues.00043.wav,"[Verse]
Well now tell me, what in the world can be wrong
I said tell me, what in the world can be wrong
Woke up this mornin', trouble knockin' at my door

I wonder what's the trouble, great big troubles at my door
I wonder what's the trouble, great big troubles at my door
Yes I'm goin' up to Macon, don't wanna be here no more

I'd better forget it, let this trouble pass
I'd better forget it, let this trouble pass
Yes, I wonder sometime, how long my trouble gonna last

[Solo]

[Verse]
I said goodbye, goodbye baby got to go
I said goodbye, goodbye baby got to go
I ain't hangin' 'round here
Worrying where there's trouble no more

[Outro]
Trouble is knockin', trouble is knockin'
Trouble is knockin', trouble is knockin'
Trouble is knockin', can't be where it's at no moreYou might also likeEmbed",blues
